point_id,direction,status,gcs_uri,latitude,longitude,street_bearing,heading,pano_id
0512,left,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0512_left_40.9675474_29.0583297_299.4.jpg,40.9675474,29.0583297,29.42,299.42,gMMh0QWWfcCvI3TLj3Sj3Q
0513,forward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0513_forward_40.9677037_29.0584464_27.6.jpg,40.9677037,29.0584464,27.59,27.59,TTk3LuvPDzE8I7ZtjrH5gw
0513,right,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0513_right_40.9677037_29.0584464_117.6.jpg,40.9677037,29.0584464,27.59,117.59,TTk3LuvPDzE8I7ZtjrH5gw
0513,backward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0513_backward_40.9677037_29.0584464_207.6.jpg,40.9677037,29.0584464,27.59,207.59,TTk3LuvPDzE8I7ZtjrH5gw
0513,left,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0513_left_40.9677037_29.0584464_297.6.jpg,40.9677037,29.0584464,27.59,297.59,TTk3LuvPDzE8I7ZtjrH5gw
0514,forward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0514_forward_40.9678631_29.0585568_27.6.jpg,40.9678631,29.0585568,27.61,27.61,9F98WWR6t6wG0Gc5hrlFuw
0514,right,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0514_right_40.9678631_29.0585568_117.6.jpg,40.9678631,29.0585568,27.61,117.61,9F98WWR6t6wG0Gc5hrlFuw
0514,backward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0514_backward_40.9678631_29.0585568_207.6.jpg,40.9678631,29.0585568,27.61,207.61,9F98WWR6t6wG0Gc5hrlFuw
0514,left,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0514_left_40.9678631_29.0585568_297.6.jpg,40.9678631,29.0585568,27.61,297.61,9F98WWR6t6wG0Gc5hrlFuw
0515,forward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0515_forward_40.9680226_29.0586672_27.1.jpg,40.9680226,29.0586672,27.07,27.07,2KfMXtZWlwm2Ss7AUM01uQ
0515,right,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0515_right_40.9680226_29.0586672_117.1.jpg,40.9680226,29.0586672,27.07,117.07,2KfMXtZWlwm2Ss7AUM01uQ
0515,backward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0515_backward_40.9680226_29.0586672_207.1.jpg,40.9680226,29.0586672,27.07,207.07,2KfMXtZWlwm2Ss7AUM01uQ
0515,left,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0515_left_40.9680226_29.0586672_297.1.jpg,40.9680226,29.0586672,27.07,297.07,2KfMXtZWlwm2Ss7AUM01uQ
0516,forward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0516_forward_40.9681828_29.0587757_27.1.jpg,40.9681828,29.0587757,27.07,27.07,gbvf3H00DEQz5D1IryI0Og
0516,right,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0516_right_40.9681828_29.0587757_117.1.jpg,40.9681828,29.0587757,27.07,117.07,gbvf3H00DEQz5D1IryI0Og
0516,backward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0516_backward_40.9681828_29.0587757_207.1.jpg,40.9681828,29.0587757,27.07,207.07,gbvf3H00DEQz5D1IryI0Og
0516,left,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0516_left_40.9681828_29.0587757_297.1.jpg,40.9681828,29.0587757,27.07,297.07,gbvf3H00DEQz5D1IryI0Og
0517,forward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0517_forward_40.9683431_29.0588841_27.1.jpg,40.9683431,29.0588841,27.07,27.07,ayKbkHuWVKUm9zVp8ZNBrg
0517,right,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0517_right_40.9683431_29.0588841_117.1.jpg,40.9683431,29.0588841,27.07,117.07,ayKbkHuWVKUm9zVp8ZNBrg
0517,backward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0517_backward_40.9683431_29.0588841_207.1.jpg,40.9683431,29.0588841,27.07,207.07,ayKbkHuWVKUm9zVp8ZNBrg
0517,left,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0517_left_40.9683431_29.0588841_297.1.jpg,40.9683431,29.0588841,27.07,297.07,ayKbkHuWVKUm9zVp8ZNBrg
0518,forward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0518_forward_40.9685033_29.0589926_27.1.jpg,40.9685033,29.0589926,27.07,27.07,4_Gqgrew6FkZUZgQau3GGA
0518,right,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0518_right_40.9685033_29.0589926_117.1.jpg,40.9685033,29.0589926,27.07,117.07,4_Gqgrew6FkZUZgQau3GGA
0518,backward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0518_backward_40.9685033_29.0589926_207.1.jpg,40.9685033,29.0589926,27.07,207.07,4_Gqgrew6FkZUZgQau3GGA
0518,left,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0518_left_40.9685033_29.0589926_297.1.jpg,40.9685033,29.0589926,27.07,297.07,4_Gqgrew6FkZUZgQau3GGA
0519,forward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0519_forward_40.9686635_29.0591011_27.1.jpg,40.9686635,29.0591011,27.07,27.07,nIREiGY64Oyf132KopLFAA
0519,right,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0519_right_40.9686635_29.0591011_117.1.jpg,40.9686635,29.0591011,27.07,117.07,nIREiGY64Oyf132KopLFAA
0519,backward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260221T142707Z/0519_backward_40.9686635_29.0591011_207.1.jpg,40.9686635,29.0591011,27.07,207.07,nIREiGY64Oyf132KopLFAA
