segment_id,point_id,point_type,direction,status,gcs_uri,latitude,longitude,pano_id,pano_lat,pano_lng,street_bearing,heading,pitch
0,0000,street,forward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260516T074342Z/000-0000_forward_41.0848925_29.0434133_81.7.jpg,41.0848925,29.0434133,0rKyMQzRbDaR1-xSJhi_qA,41.08488750690609,29.04336098811896,81.68,81.68,-10
0,0000,street,backward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260516T074342Z/000-0000_backward_41.0848925_29.0434133_261.7.jpg,41.0848925,29.0434133,0rKyMQzRbDaR1-xSJhi_qA,41.08488750690609,29.04336098811896,81.68,261.68,-10
0,0000,street,left,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260516T074342Z/000-0000_left_41.0848925_29.0434133_351.7.jpg,41.0848925,29.0434133,0rKyMQzRbDaR1-xSJhi_qA,41.08488750690609,29.04336098811896,81.68,351.68,-40
0,0000,street,right,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260516T074342Z/000-0000_right_41.0848925_29.0434133_171.7.jpg,41.0848925,29.0434133,0rKyMQzRbDaR1-xSJhi_qA,41.08488750690609,29.04336098811896,81.68,171.68,-40
0,0001,street,forward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260516T074342Z/000-0001_forward_41.084899_29.0434722_81.7.jpg,41.084899,29.0434722,Aw36yKKesovQx-6ar8ezrw,41.08489629866703,29.0434796983613,81.66,81.66,-10
0,0001,street,backward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260516T074342Z/000-0001_backward_41.084899_29.0434722_261.7.jpg,41.084899,29.0434722,Aw36yKKesovQx-6ar8ezrw,41.08489629866703,29.0434796983613,81.66,261.65999999999997,-10
0,0001,street,left,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260516T074342Z/000-0001_left_41.084899_29.0434722_351.7.jpg,41.084899,29.0434722,Aw36yKKesovQx-6ar8ezrw,41.08489629866703,29.0434796983613,81.66,351.65999999999997,-40
0,0001,street,right,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260516T074342Z/000-0001_right_41.084899_29.0434722_171.7.jpg,41.084899,29.0434722,Aw36yKKesovQx-6ar8ezrw,41.08489629866703,29.0434796983613,81.66,171.66,-40
0,0002,street,forward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260516T074342Z/000-0002_forward_41.084912_29.0435899_81.7.jpg,41.084912,29.0435899,FBLrz7SLpj_uTivM_nRXSQ,41.08490256678092,29.04362247016874,81.66,81.66,-10
0,0002,street,backward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260516T074342Z/000-0002_backward_41.084912_29.0435899_261.7.jpg,41.084912,29.0435899,FBLrz7SLpj_uTivM_nRXSQ,41.08490256678092,29.04362247016874,81.66,261.65999999999997,-10
0,0002,street,left,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260516T074342Z/000-0002_left_41.084912_29.0435899_351.7.jpg,41.084912,29.0435899,FBLrz7SLpj_uTivM_nRXSQ,41.08490256678092,29.04362247016874,81.66,351.65999999999997,-40
0,0002,street,right,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260516T074342Z/000-0002_right_41.084912_29.0435899_171.7.jpg,41.084912,29.0435899,FBLrz7SLpj_uTivM_nRXSQ,41.08490256678092,29.04362247016874,81.66,171.66,-40
0,0003,street,forward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260516T074342Z/000-0003_forward_41.084925_29.0437077_81.7.jpg,41.084925,29.0437077,mcSEhmBgtDc3Ayef_GXbog,41.08491291544822,29.04376195667536,81.66,81.66,-10
0,0003,street,backward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260516T074342Z/000-0003_backward_41.084925_29.0437077_261.7.jpg,41.084925,29.0437077,mcSEhmBgtDc3Ayef_GXbog,41.08491291544822,29.04376195667536,81.66,261.65999999999997,-10
0,0003,street,left,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260516T074342Z/000-0003_left_41.084925_29.0437077_351.7.jpg,41.084925,29.0437077,mcSEhmBgtDc3Ayef_GXbog,41.08491291544822,29.04376195667536,81.66,351.65999999999997,-40
