segment_id,point_id,point_type,direction,status,gcs_uri,latitude,longitude,pano_id,pano_lat,pano_lng,street_bearing,heading,pitch
0,0000,junction,forward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260404T133859Z/000-0000_forward_40.9735915_29.064327_303.2.jpg,40.9735915,29.064327,nOBc4290nOBzfa0EbHxALw,40.97357647407973,29.06437916642919,303.24,303.24,-10
0,0000,junction,backward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260404T133859Z/000-0000_backward_40.9735915_29.064327_123.2.jpg,40.9735915,29.064327,nOBc4290nOBzfa0EbHxALw,40.97357647407973,29.06437916642919,303.24,123.24000000000001,-10
0,0000,junction,left,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260404T133859Z/000-0000_left_40.9735915_29.064327_213.2.jpg,40.9735915,29.064327,nOBc4290nOBzfa0EbHxALw,40.97357647407973,29.06437916642919,303.24,213.24,-40
0,0000,junction,right,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260404T133859Z/000-0000_right_40.9735915_29.064327_33.2.jpg,40.9735915,29.064327,nOBc4290nOBzfa0EbHxALw,40.97357647407973,29.06437916642919,303.24,33.24000000000001,-40
0,0001,street,forward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260404T133859Z/000-0001_forward_40.9736161_29.0642773_303.2.jpg,40.9736161,29.0642773,2VMflFGUotg6jFQYOpDsfw,40.97362576008813,29.06428692778849,303.24,303.24,-10
0,0001,street,backward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260404T133859Z/000-0001_backward_40.9736161_29.0642773_123.2.jpg,40.9736161,29.0642773,2VMflFGUotg6jFQYOpDsfw,40.97362576008813,29.06428692778849,303.24,123.24000000000001,-10
0,0001,street,left,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260404T133859Z/000-0001_left_40.9736161_29.0642773_213.2.jpg,40.9736161,29.0642773,2VMflFGUotg6jFQYOpDsfw,40.97362576008813,29.06428692778849,303.24,213.24,-40
0,0001,street,right,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260404T133859Z/000-0001_right_40.9736161_29.0642773_33.2.jpg,40.9736161,29.0642773,2VMflFGUotg6jFQYOpDsfw,40.97362576008813,29.06428692778849,303.24,33.24000000000001,-40
0,0002,street,forward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260404T133859Z/000-0002_forward_40.9736407_29.0642275_303.2.jpg,40.9736407,29.0642275,6O6yqb0Mob57ENtxlnju2g,40.97367856424938,29.06419167069292,303.24,303.24,-10
0,0002,street,backward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260404T133859Z/000-0002_backward_40.9736407_29.0642275_123.2.jpg,40.9736407,29.0642275,6O6yqb0Mob57ENtxlnju2g,40.97367856424938,29.06419167069292,303.24,123.24000000000001,-10
0,0002,street,left,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260404T133859Z/000-0002_left_40.9736407_29.0642275_213.2.jpg,40.9736407,29.0642275,6O6yqb0Mob57ENtxlnju2g,40.97367856424938,29.06419167069292,303.24,213.24,-40
0,0002,street,right,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260404T133859Z/000-0002_right_40.9736407_29.0642275_33.2.jpg,40.9736407,29.0642275,6O6yqb0Mob57ENtxlnju2g,40.97367856424938,29.06419167069292,303.24,33.24000000000001,-40
21,0003,street,forward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260404T133859Z/021-0003_forward_40.9736552_29.0641471_35.8.jpg,40.9736552,29.0641471,jPGDSo6ZQbX5abep7ojQ9Q,40.97362338893904,29.06411843010836,35.75,35.75,-10
21,0003,street,backward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260404T133859Z/021-0003_backward_40.9736552_29.0641471_215.8.jpg,40.9736552,29.0641471,jPGDSo6ZQbX5abep7ojQ9Q,40.97362338893904,29.06411843010836,35.75,215.75,-10
21,0003,street,left,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260404T133859Z/021-0003_left_40.9736552_29.0641471_305.8.jpg,40.9736552,29.0641471,jPGDSo6ZQbX5abep7ojQ9Q,40.97362338893904,29.06411843010836,35.75,305.75,-40
