segment_id,point_id,point_type,direction,status,gcs_uri,latitude,longitude,pano_id,pano_lat,pano_lng,street_bearing,heading
0,0000,junction,forward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260329T023321Z/000-0000_forward_40.9735915_29.064327_303.2.jpg,40.9735915,29.064327,_QjBY-BdipYJYXpLfj8n_g,40.97360111508213,29.06433202618764,303.24,303.24
0,0000,junction,backward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260329T023321Z/000-0000_backward_40.9735915_29.064327_123.2.jpg,40.9735915,29.064327,_QjBY-BdipYJYXpLfj8n_g,40.97360111508213,29.06433202618764,303.24,123.24000000000001
0,0001,street,forward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260329T023321Z/000-0001_forward_40.9736724_29.0641635_303.2.jpg,40.9736724,29.0641635,NT1LqGJP3eZ1cJbJOt0VMA,40.97370647658421,29.06414266608751,303.24,303.24
0,0001,street,backward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260329T023321Z/000-0001_backward_40.9736724_29.0641635_123.2.jpg,40.9736724,29.0641635,NT1LqGJP3eZ1cJbJOt0VMA,40.97370647658421,29.06414266608751,303.24,123.24000000000001
1,0002,junction,forward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260329T023321Z/001-0002_forward_40.9709341_29.0673879_305.6.jpg,40.9709341,29.0673879,CCs7tahHtZokRrnmK99wkg,40.97089117754979,29.06731648077447,305.59,305.59
1,0002,junction,backward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260329T023321Z/001-0002_backward_40.9709341_29.0673879_125.6.jpg,40.9709341,29.0673879,CCs7tahHtZokRrnmK99wkg,40.97089117754979,29.06731648077447,305.59,125.58999999999997
1,0003,street,forward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260329T023321Z/001-0003_forward_40.9710909_29.0670977_305.6.jpg,40.9710909,29.0670977,lnflYjD4_qpN9Db28e4CIQ,40.97108355827561,29.06709134815556,305.59,305.59
1,0003,street,backward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260329T023321Z/001-0003_backward_40.9710909_29.0670977_125.6.jpg,40.9710909,29.0670977,lnflYjD4_qpN9Db28e4CIQ,40.97108355827561,29.06709134815556,305.59,125.58999999999997
1,0004,street,forward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260329T023321Z/001-0004_forward_40.9712477_29.0668074_305.6.jpg,40.9712477,29.0668074,eWcuJAjoLxvdLiC_tTGAtA,40.97123523975515,29.06679537282685,305.59,305.59
1,0004,street,backward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260329T023321Z/001-0004_backward_40.9712477_29.0668074_125.6.jpg,40.9712477,29.0668074,eWcuJAjoLxvdLiC_tTGAtA,40.97123523975515,29.06679537282685,305.59,125.58999999999997
1,0005,street,forward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260329T023321Z/001-0005_forward_40.9714045_29.0665172_305.6.jpg,40.9714045,29.0665172,MsCT7fgVXQnDCgnMo_0gEw,40.97139205793064,29.06649717754629,305.59,305.59
1,0005,street,backward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260329T023321Z/001-0005_backward_40.9714045_29.0665172_125.6.jpg,40.9714045,29.0665172,MsCT7fgVXQnDCgnMo_0gEw,40.97139205793064,29.06649717754629,305.59,125.58999999999997
1,0006,street,forward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260329T023321Z/001-0006_forward_40.9715613_29.066227_305.6.jpg,40.9715613,29.066227,Usp1igcO-WK7e93hkJVbTA,40.97155508359901,29.06619081435712,305.59,305.59
1,0006,street,backward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260329T023321Z/001-0006_backward_40.9715613_29.066227_125.6.jpg,40.9715613,29.066227,Usp1igcO-WK7e93hkJVbTA,40.97155508359901,29.06619081435712,305.59,125.58999999999997
1,0007,street,forward,uploaded,gs://cv-urban-accessibility-bucket/streetview/polygon_4v/20260329T023321Z/001-0007_forward_40.9717181_29.0659367_305.6.jpg,40.9717181,29.0659367,8FwELFLcGIhXoKDmKe_5mA,40.97167854949949,29.06596035355201,305.59,305.59
